url,parenturl,depth
http://www.chcedo.com/product/productdetail.htm?pid=11717GHOu0000150&categorytType=1,http://www.chcedo.com/makeup/productList_102002.htm,9
"http://www.chcedo.com/product/productdetail.htm?pid=	11717GFQS0000110",http://www.chcedo.com/bestseller/bestsellerAward.htm,8
http://www.chcedo.com/product/productdetail.htm?pid=11717GHIy0000003,http://www.chcedo.com/product/productdetail.htm?pid=11717GHIx0000001,20
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSt0000122,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSu0000123,28
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQl0000053,http://www.chcedo.com/product/productdetail.htm?pid=11717GFQm0000055,18
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCR80000072,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCR80000073,79
http://www.chcedo.com/topic/topicPage.htm?urlInfo=niuhonghong.html,http://www.chcedo.com/activity/activityIndex.htm,12
http://www.chcedo.com/activity/activityDetail_13.htm,http://www.chcedo.com/activity/activityIndex.htm,12
http://www.chcedo.com/product/productdetail.htm?pid=11717GFRe0000142,http://www.chcedo.com/product/productdetail.htm?pid=11717GFRa0000128,14
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQ70000028,http://www.chcedo.com/product/productdetail.htm?pid=11717GFQ80000031,10
http://www.chcedo.com/product/productdetail.htm?pid=11717GHN30000087,http://www.chcedo.com/product/productdetail.htm?pid=11717GHMS0000082,21
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQm0000055,http://www.chcedo.com/beauty/beautyVideoDetail.htm?vid=15217IPPT0004040,17
http://www.chcedo.com/article/articleDetail.htm?aid=16617FTSH0000014,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSu0000124,125
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQS0000110,http://www.chcedo.com/product/productdetail.htm?pid=11717GFQS0000096,11
http://www.chcedo.com/product/productdetail.htm?pid=11717GFOd0000033,http://www.chcedo.com/product/productdetail.htm?pid=11717GFO50000025,9
http://www.chcedo.com/person/modifyPersonalCenter.htm,http://www.chcedo.com/person/personalCenter.htm,19
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRC0000079,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRC0000080,72
http://www.chcedo.com/makeup/productList_102003.htm,http://www.chcedo.com/makeup/makeupIndex.htm,8
http://www.chcedo.com/product/productdetail.htm?pid=11717GFRb0000130,http://www.chcedo.com/product/productdetail.htm?pid=11717GFR90000125,10
http://www.chcedo.com/product/productdetail.htm?pid=15218HAQf0153763,http://www.chcedo.com/skin/productList_100001001.htm,8
http://www.chcedo.com/product/productdetail.htm?pid=11717GFR00000113,http://www.chcedo.com/product/productdetail.htm?pid=11717GFQU0000101,11
http://www.chcedo.com/product/productdetail.htm?pid=11717GFOe0000041,http://www.chcedo.com/product/productdetail.htm?pid=11717GFOd0000037,11
http://www.miitbeian.gov.cn/,http://www.chcedo.com/index.htm,4
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRS0000092,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRS0000095,61
http://www.chcedo.com/topic/topicPage.htm?urlInfo=activity_tfbmask.html,http://www.chcedo.com/activity/activityIndex.htm,12
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSI0000140,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSI0000141,44
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSa0000112,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSa0000113,47
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCR80000074,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRA0000075,77
http://www.chcedo.com/product/productdetail.htm?pid=15218FRNs0003809&categorytType=1,http://www.chcedo.com/makeup/productList_102001.htm,9
http://www.chcedo.com/product/productdetail.htm?pid=11717GHJk0000033,http://www.chcedo.com/mask/productList_101001001.htm,6
http://www.chcedo.com/apply/applyIndex.htm,http://www.chcedo.com/story/storyIndex.htm,10
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSS0000162,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSt0000121,30
http://www.chcedo.com/product/productdetail.htm?pid=11717GHOg0000135,http://www.chcedo.com/beauty/beautyVideoDetail.htm?vid=15218CEKy1641493,16
http://www.chcedo.com/product/productdetail.htm?pid=11717GHJP0000051,http://www.chcedo.com/product/productdetail.htm?pid=11717GHN30000087,22
http://www.chcedo.com/bingjishui.html,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSa0000112,48
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCS70000106,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCS80000107,52
http://www.chcedo.com/skin/productList_100001001.htm,http://www.chcedo.com/skin/skinIndex.htm,7
http://www.chcedo.com/product/productdetail.htm?pid=15218HUOH0131451,http://www.chcedo.com/skin/productList_100001010.htm,8
javascript:history.go(-1);,http://www.chcedo.com/product/productdetail.htm?pid=11717GFQT0000099,3
http://www.chcedo.com/beauty/beautyIndex.htm,http://www.chcedo.com/article/articleMore.htm,14
http://www.chcedo.com/skin/productList_100001003.htm,http://www.chcedo.com/skin/skinIndex.htm,7
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQW0000107,http://www.chcedo.com/product/productdetail.htm?pid=11717GFQS0000110,12
http://www.chcedo.com/topic/topicPage.htm?urlInfo=activity_waiting.html,http://www.chcedo.com/activity/activityIndex.htm,12
http://www.chcedo.com/product/productdetail.htm?pid=15218FRND0003943&categorytType=1,http://www.chcedo.com/makeup/productList_102001.htm,9
http://www.chcedo.com/beauty/beautyVideoDetail.htm?vid=15217IPPT0004040,http://www.chcedo.com/beauty/beautyVideoDetail.htm?vid=15218CEKy1641493,16
http://www.chcedo.com/product/productdetail.htm?pid=11717GHS00000271,http://www.chcedo.com/skin/productList_100001002.htm,8
http://www.chcedo.com/product/productdetail.htm?pid=11717GHNq0000109,http://www.chcedo.com/product/productdetail.htm?pid=11717GHNt0000115,18
http://www.chcedo.com/product/productdetail.htm?pid=11717GHJO0000049,http://www.chcedo.com/product/productdetail.htm?pid=11717GHJP0000051,23
http://www.chcedo.com/topic/topicPage.htm?urlInfo=bjs_new.html,http://www.chcedo.com/activity/activityIndex.htm,12
http://www.chcedo.com/product/productdetail.htm?pid=15218FRN40003421&categorytType=1,http://www.chcedo.com/makeup/productList_102001.htm,9
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQR0000094,http://www.chcedo.com/product/productdetail.htm?pid=11717GFQV0000105,9
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQh0000047,http://www.chcedo.com/product/productdetail.htm?pid=15218CMPr0032657,9
http://www.chcedo.com/mask/productList_101001003.htm,http://www.chcedo.com/mask/maskIndex.htm,5
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSN0000151,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSO0000152,39
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRB0000078,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRC0000079,73
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCQV0000059,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCQV0000060,89
http://www.chcedo.com/activity/activityDetail_5.htm,http://www.chcedo.com/activity/activityIndex.htm,12
http://www.chcedo.com/activity/activityDetail_7.htm,http://www.chcedo.com/activity/activityIndex.htm,12
http://www.chcedo.com/product/productdetail.htm?pid=15218FRND0003943,http://www.chcedo.com/product/productdetail.htm?pid=15218FRO60004327&categorytType=1,10
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQF0000070,http://www.chcedo.com/skin/productList_100001004.htm,8
http://www.chcedo.com/product/productdetail.htm?pid=11717GHJj0000031,http://www.chcedo.com/product/productdetail.htm?pid=11717GHJe0000029,10
http://www.chcedo.com/beauty/beautyQa.htm,http://www.chcedo.com/beauty/beautyOnline.htm,16
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCQL0000044,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCQO0000048,17
http://www.chcedo.com/hufu/chanpinxilie/xueyujingcuixilie/chuncuizirunshuang-140.html,http://www.chcedo.com/article/articleDetail.htm?aid=16617FTSA0000006,102
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQL0000083,http://www.chcedo.com/product/productdetail.htm?pid=11717GFQM0000086,13
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQc0000037,http://www.chcedo.com/skin/productList_100001006.htm,8
http://www.chcedo.com/product/productdetail.htm?pid=11717GFOd0000037,http://www.chcedo.com/product/productdetail.htm?pid=11717GFOd0000033,10
http://www.chcedo.com/product/productdetail.htm?pid=15218FRNs0003809,http://www.chcedo.com/product/productdetail.htm?pid=15218FRPn0005675,25
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCS90000110,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCS90000111,49
"http://www.chcedo.com/product/productdetail.htm?pid=	11717GHNG0000125",http://www.chcedo.com/bestseller/bestsellerMakeup.htm,7
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRO0000091,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRS0000092,62
http://www.chcedo.com/product/productdetail.htm?pid=11717GFPW0000019,http://www.chcedo.com/product/productdetail.htm?pid=11717GFQ00000023,14
http://weibo.com/chcedo,http://www.chcedo.com/mask/maskIndex.htm,5
http://www.chcedo.com/reviews/reviews.htm,http://www.chcedo.com/activity/activityIndex.htm,12
http://www.chcedo.com/skin/productList_100001010.htm,http://www.chcedo.com/skin/skinIndex.htm,7
http://www.chcedo.com/product/productdetail.htm?pid=11717GFPV0000017,http://www.chcedo.com/product/productdetail.htm?pid=11717GFPU0000014,12
http://www.chcedo.com/topic/topicPage.htm?urlInfo=nanshi.html,http://www.chcedo.com/index.htm,4
http://www.chcedo.com/hufu/chanpinfenlei/bingjishuihuazhuangshui/chuncuizirunbingjishui-54.html,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCQy0000031,87
http://www.chcedo.com/activity/activityDetail_15.htm,http://www.chcedo.com/activity/activityIndex.htm,12
http://www.chcedo.com/product/productdetail.htm?pid=11717GHN90000094,http://www.chcedo.com/product/productdetail.htm?pid=11717GHIy0000003,21
http://www.chcedo.com/hufu/chanpinxilie/xueyujingcuixilie/chuncuizirunshuang-143.html,http://www.chcedo.com/article/articleDetail.htm?aid=11717GDJt0000163,114
http://www.chcedo.com/activity/activityDetail_2.htm,http://www.chcedo.com/activity/activityIndex.htm,12
http://www.chcedo.com/product/productdetail.htm?pid=11717GFPS0000010,http://www.chcedo.com/product/productdetail.htm?pid=11717GFPO0000008,9
http://www.chcedo.com/skin/productList_100001005.htm,http://www.chcedo.com/skin/skinIndex.htm,7
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQn0000057,http://www.chcedo.com/skin/productList_100001005.htm,8
http://www.chcedo.com/man/manIndex.htm,http://www.chcedo.com/makeup/makeupIndex.htm,8
http://www.chcedo.com/product/productdetail.htm?pid=11717GHNG0000125,http://www.chcedo.com/product/productdetail.htm?pid=11717GHN30000087,22
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSr0000116,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSr0000118,34
http://www.chcedo.com/makeup/productList_102001.htm,http://www.chcedo.com/makeup/makeupIndex.htm,8
http://www.chcedo.com/product/productdetail.htm?pid=16617FOIV0000030,http://www.chcedo.com/skin/productList_100001002.htm,8
http://www.chcedo.com/product/productdetail.htm?pid=11717GHNb0000098,http://www.chcedo.com/beauty/beautyVideoDetail.htm?vid=15218CEKy1641493,16
http://www.chcedo.com/article/articleDetail.htm,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCQq0000025,15
http://www.chcedo.com/article/articleDetail.htm?aid=16617FTSC0000009,http://www.chcedo.com/article/articleDetail.htm?aid=16617FTSE0000010,98
http://www.chcedo.com/hufu/chanpinxilie/xueyujingcuixilie.html,http://www.chcedo.com/article/articleDetail.htm?aid=11717GDJt0000163,114
http://www.chcedo.com/product/productdetail.htm?pid=15218FROz0004763&categorytType=1,http://www.chcedo.com/makeup/productList_102002.htm,9
http://www.chcedo.com/product/productdetail.htm?pid=11717H4Nr0000003,http://www.chcedo.com/product/productdetail.htm?pid=11717H4Np0000001,10
http://www.chcedo.com/product/productdetail.htm?pid=11717H4O40000036,http://www.chcedo.com/product/productdetail.htm?pid=11717H4O30000035,14
http://www.chcedo.com/bestseller/bestsellerAward.htm,http://www.chcedo.com/bestseller/bestsellerMakeup.htm,7
http://www.chcedo.com/article/articleMore.htm,http://www.chcedo.com/reviews/reviews.htm,13
http://www.chcedo.com/mijixiuhuzirunbingjimo.html,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRE0000083,69
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSI0000141,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSI0000142,43
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRD0000081,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRE0000082,70
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRA0000075,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCRA0000076,76
http://www.chcedo.com/activity/activityDetail_3.htm,http://www.chcedo.com/activity/activityIndex.htm,12
http://www.chcedo.com/mask/productList_101001005.htm,http://www.chcedo.com/mask/maskIndex.htm,5
http://www.chcedo.com/product/productdetail.htm?pid=11717GHJa0000023,http://www.chcedo.com/mask/productList_101001001.htm,6
http://www.chcedo.com/product/productdetail.htm?pid=1,http://www.chcedo.com/person/modifyPersonalCenter.htm,20
http://www.chcedo.com/hufu/chanpinxilie/xuerunxibaixilie/bingjishui.html,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCQK0000041,21
http://www.chcedo.com/article/articleDetail.htm?aid=,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCQD0000033,26
http://www.chcedo.com,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSI0000141,44
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCS80000108,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCS90000110,50
http://www.chcedo.com/article/articleDetail.htm?aid=16617FTSz0000005,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSw0000127,121
http://www.chcedo.com/topic/topicPage.htm?urlInfo=bingjishui.html,http://www.chcedo.com/bestseller/bestsellerSkin.htm,6
http://www.chcedo.com/product/productdetail.htm?pid=11717GHMS0000082,http://www.chcedo.com/product/productdetail.htm?pid=11717GHKS0000071,20
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCQI0000039,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCQK0000041,21
http://www.chcedo.com/article/productDetail.htm,http://www.chcedo.com/article/articleDetail.htm?aid=16617FTSH0000014,126
http://www.chcedo.com/article/articleDetail.htm?aid=16617FTSI0000016,http://www.chcedo.com/article/articleDetail.htm?aid=16617FTSJ0000017,123
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQU0000101,http://www.chcedo.com/product/productdetail.htm?pid=11717GFQR0000094,10
http://www.chcedo.com/product/productdetail.htm?pid=11717H4Ns0000004,http://www.chcedo.com/product/productdetail.htm?pid=11717H4Nq0000002,12
,http://www.chcedo.com/mask/maskIndex.htm,5
http://www.chcedo.com/article/articleDetail.htm?aid=11717GDJw0000167,http://www.chcedo.com/article/articleDetail.htm?aid=11717GDJx0000168,110
http://www.chcedo.com/product/productdetail.htm?pid=11717GHOt0000148,http://www.chcedo.com/product/productdetail.htm?pid=11717GHOn0000142,18
http://www.chcedo.com/product/productdetail.htm?pid=16617FOIS0000023,http://www.chcedo.com/product/productdetail.htm?pid=16617FOIN0000016,22
http://www.chcedo.com/product/productdetail.htm?pid=11717GHIP0000012,http://www.chcedo.com/product/productdetail.htm?pid=11717GHIO0000009,18
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSs0000120,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSS0000162,31
http://www.chcedo.com/product/productdetail.htm?pid=15218FRPv0005831,http://www.chcedo.com/product/productdetail.htm?pid=15218FRN40003421,23
http://www.chcedo.com/product/productdetail.htm?pid=11717GHNJ0000129,http://www.chcedo.com/product/productdetail.htm?pid=11717GHNt0000115,18
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCS20000097,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCS30000098,58
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCR30000066,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCR50000068,84
http://www.chcedo.com/mask/productList_101001001.htm,http://www.chcedo.com/mask/maskIndex.htm,5
http://www.chcedo.com/product/productdetail.htm?pid=15218FROk0004520,http://www.chcedo.com/product/productdetail.htm?pid=15218FROz0004763,27
http://www.chcedo.com/product/productdetail.htm?pid=11717GHJQ0000053,http://www.chcedo.com/product/productdetail.htm?pid=11717GHJP0000051,23
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSO0000153,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSP0000154,37
http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSx0000130,http://www.chcedo.com/article/articleDetail.htm?aid=11717GCSy0000132,117
http://www.chcedo.com/product/productdetail.htm?pid=11717GFR70000121,http://www.chcedo.com/skin/productList_100001001.htm,8
http://www.chcedo.com/product/productdetail.htm?pid=11717GFQI0000078,http://www.chcedo.com/product/productdetail.htm?pid=11717GFQH0000075,10
http://www.chcedo.com/product/productdetail.htm?pid=11717GHOf0,,
